role_title_raw  edu_level_isced2011 career_stage_efrc   occupation_isco08   field_fos2015   is_academic
		
PhD	8	R1	21		1
Assistant Professor		R2	23		1
Professor		R4	23		1
Associate Professor		R3	23		1
Lecturer		R2	23		1
Student				1
Ph.D.	8	R1	21		1
Researcher		R2	21		1
Master	7			1
Research Assistant		R1	21		1
Estudiante				1
PhD student	8	R1	21		1
Bachelor	6			1
Ph.D	8	R1	21		1
MD	8		22		1
PhD Student	8	R1	21		1
Docente		R2	23		1
student				1
Master of Science	7			1
MSc	7			1
Bachelor of Science	6			1
Research Associate		R2	21		1
Doctor	8			1
Research Fellow		R2	21		1
Postdoc		R2	21		1
Postdoctoral Researcher		R2	21		1
Senior Lecturer		R3	23		1
Postdoctoral Fellow		R2	21		1
Doctor of Philosophy	8	R1	21		1
Director				0
BA	6			1
Estudiante 				1
BSc	6			1
BS	6			1
PhD Candidate	8	R1	21		1
B.S.	6			1
MS	7			1
Student 				1
MA	7			1
Resident		22		1
M.Sc.	7			1
Assistant Professor 		R2	23		1
estudiante				1
Assistant professor		R2	23		1
Mestrado	7			1
Postdoctoral researcher		R2	21		1
Teacher		R2	23		1
Research Scholar		R1	21		1
Dr.	8			1
Graduação	6			1
Graduate Student		R1	21		1
PhD candidate	8	R1	21		1
Research Scientist		R3	21		1
Associate professor		R3	23		1
Graduate Research Assistant		R1	21		1
MBBS	8		22		1
Dr	8			1
Estudante				1
Intern				0
Bachelor of Arts	6			1
M.S.	7			1
Teaching Assistant		R1	23		1
Professora		R2	23		1
professor		R4	23		1
PhD 	8	R1	21		1
Doutorado	8	R1	21		1
B.Sc.	6			1
Postdoctoral Research Fellow		R2	21		1
学生				1
Senior Researcher		R3	21		1
Instructor		R2	23		1
master	7			1
PHD	8	R1	21		1
lecturer		R2	23		1
M.D.	8		22		1
Professor 		R4	23		1
Scientist		R3	21		1
Consultant				0
Profesor		R2	23		1
B.A.	6			1
Research assistant		R1	21		1
Postdoctoral Research Associate		R2	21		1
MBA	7			5.2	1
Mestre	7			1
Phd	8	R1	21		1
Lecturer 		R2	23		1
DOCENTE		R2	23		1
Ph. D.	8	R1	21		1
Full Professor		R4	23		1
доцент		R3	23		1
Bachelor of Engineering	6			2.1	1
Masters	7			1
doctor	8			1
ESTUDIANTE				1
M.Sc	7			1
Licenciatura	6			1
Master of Arts	7			1
Engineer		25		0
Postdoctoral fellow		R2	21		1
Associate Professor 		R3	23		1
Medical Doctor	8		22		1
Master's degree	7			1
Senior Scientist		R3	21		1
Master Degree	7			1
assistant professor		R2	23		1
ASSISTANT PROFESSOR		R2	23		1
Docente 		R2	23		1
associate professor		R3	23		1
M.A.	7			1
Senior Research Fellow		R3	21		1
researcher		R2	21		1
Doctorate	8	R1	21		1
bachelor	6			1
Fellow		R2	21		1
Assistant Lecturer		R1	23		1
Adjunct Professor		R2	23		1
Bacharel	6			1
Research Assistant 		R1	21		1
Medical Student		22		1
Bachelor's degree	6			1
CEO				0
MPH	7		22	3.1	1
teacher		R2	23		1
PostDoc		R2	21		1
Undergraduate			1
Master's Degree	7			1
Head of Department		R4	23		1
M.Tech	7			1
Faculty		R3	23		1
Master degree	7			1
Master of Engineering	7			1
B.Sc	6			1
Estudante 				1
Postdoctoral Associate		R2	21		1
Post-doc		R2	21		1
Assistant		R1	23		1
Doctor of Medicine	8		22		1
Research fellow		R2	21		1
Bachelor's Degree	6			1
Lecture		R2	23		1
Head		R4	23		1
B.Tech	6			1
Öğrenci				1
Investigador		R2	21		1
Bachiller	6			1
Project Manager				0
Assistant professor 		R2	23		1
Postdoctoral Scholar		R2	21		1
Resident Physician		22		1
Research Engineer		R2	21		1
Ph. D	8	R1	21		1
PhD.	8	R1	21		1
Graduate Teaching Assistant		R1	23		1
Manager				0
Graduate student		R1		1
Doutor	8	R1	21		1
Prof.		R4	23		1
Specialist		22		1
Ph.D. 	8	R1	21		1
Bachelor 	6			1
Enfermeira		22		1
Bachelor Degree	6			1
Msc	7			1
PhD Researcher	8	R1	21		1
Physician		22		1
Ph.D. Student	8	R1	21		1
postgraduate			1
Doctoral Student	8	R1	21		1
Research Officer		R2	21		1
Master 	7			1
Software Engineer		25		0
Research Intern		R1	21		1
Visiting Professor		R4	23		1
Magister	7			1
graduate student		R1		1
Tutor		R1	23		1
Bachelor of Technology	6			1
Dean		R4	23		1
estudiante 				1
Research Assistant Professor		R2	23		1
Visiting Scholar		R2	21		1
Doctoral Researcher	8	R1	21		1
Internship				1
PROFESSOR		R4	23		1
Master Student	7	R1		1
Researcher 		R2	21		1
Mahasiswa				1
研究生				1
Post-Doc		R2	21		1
MSc.	7			1
Ph.D. student	8	R1	21		1
Psicóloga		22		1
Diploma				1
Graduate Assistant		R1	23		1
Bacharelado	6			1
Junior Research Fellow		R1	21		1
Bachelors of Science	6			1
Master of Public Health	7		22		1
PhD Scholar	8	R1	21		1
Graduate			1
Post Doc		R2	21		1
Research associate		R2	21		1
Post-doctoral researcher		R2	21		1
Lisans	6			1
Professor Adjunto		R2	23		1
Profesora		R2	23		1
Research Technician		R1	31		1
Junior Researcher		R1	21		1
Postgraduate			1
Mestranda	7	R1		1
Doctoral student	8	R1	21		1
Senior Research Scientist		R3	21		1
Visiting Assistant Professor		R2	23		1
Visiting Researcher		R2	21		1
Especialista		22		1
Masters of Science	7			1
Post Doctoral Fellow		R2	21		1
Yüksek Lisans	7			1
Undergraduate Student	6	R1		1
Research Professor		R3	23		1
Senior Research Associate		R3	21		1
PhD student 	8	R1	21		1
Bachelor degree	6			1
Master's	7			1
Graduation	6			1
Médico		22		1
Senior Resident		22		1
Librarian				1
Ph.D. Candidate	8	R1	21		1
Data Scientist		25		0
Bachelors	6			1
Senior researcher		R3	21		1
Estagiária				1
docente		R2	23		1
phd	8	R1	21		1
Bachelor of Science 	6			1
postdoc		R2	21		1
MPhil	7			1
Graduação 	6			1
Master student	7	R1		1
硕士	7			1
Especialização	7			1
Ph D	8	R1	21		1
Senior lecturer		R3	23		1
President				0
Phd student	8	R1	21		1
STUDENT				1
M. Sc.	7			1
Nurse		22		1
MD, PhD	8		22		1
Doctor of Philosophy 	8	R1	21		1
Biologist		R2	21	1.6	1
M.Phil	7			1
硕士研究生	7	R1		1
LECTURER		R2	23		1
Profesor Asociado		R2	23		1
Doctorado	8	R1	21		1
Prof. Dr.	8	R4	23		1
Master of Science	7			1	1
Trainee				1
Executive Director				0
Dr. rer. nat.	8	R1	21		1
Студент				1
Master of Technology	7			1
Pharmacist		22		1
博士	8			1
PhD researcher	8	R1	21		1
Post-Doctoral Fellow		R2	21		1
Master of Business Administration	7			1
Research scholar		R1	21		1
Mestrando	7	R1		1
Bachelor's	6			1
B.E.	6			1
Dottorandi	8	R1	21		1
Teaching assistant		R1	23		1
Abogado		26		0
Doctorat	8	R1	21		1
Licenciado	6			1
Associate Lecturer		R2	23		1
Phd Student	8	R1	21		1
Principal Scientist		R4	21		1
öğrenci				1
Fisioterapeuta		22		1
Full professor		R4	23		1
research assistant		R1	21		1
Enfermera		22		1
Staff Scientist		R3	21		1
Medical Officer		22		1
Residente		22		1
Doutoranda	8	R1	21		1
