OrgSpringRank,OrgID,OrgLocationCountry,OrgLocationDetails,OrgName,OrgType
0.75,https://ror.org/034a2ss16,SO,Borama,Amoud University,education
-0.25,https://ror.org/00etaks59,SO,Bosaso,University of Health Sciences,education
-0.25,https://ror.org/023tegq12,SO,Hargeysa,University of Hargeisa,education
-0.25,https://ror.org/037ykcx09,SO,Hargeysa,Gollis University,education
