Count,OrgFlow,OriDisOrgID,DesDisOrgID,OriOrgLocationCountry,DesOrgLocationCountry,OriOrgLocationDetails,DesOrgLocationDetails,OriOrgName,DesOrgName,OriOrgType,DesOrgType
2,https://ror.org/02gvn8796 -> https://ror.org/02gvn8796,https://ror.org/02gvn8796,https://ror.org/02gvn8796,BN,BN,Bandar Seri Begawan,Bandar Seri Begawan,Sultan Sharif Ali Islamic University,Sultan Sharif Ali Islamic University,education,education
31,https://ror.org/02qnf3n86 -> https://ror.org/02qnf3n86,https://ror.org/02qnf3n86,https://ror.org/02qnf3n86,BN,BN,Bandar Seri Begawan,Bandar Seri Begawan,Universiti Brunei Darussalam,Universiti Brunei Darussalam,education,education
