OrgSpringRank,OrgID,OrgLocationCountry,OrgLocationDetails,OrgName,OrgType
8.327782907713299e-13,https://ror.org/0008bt423,FJ,Lautoka,University of Fiji,education
0.0,https://ror.org/012cqkk56,FJ,Suva,Pacific Theological College,education
-0.4166666667062497,https://ror.org/008stv805,FJ,Suva,University of the South Pacific,education
-0.5833333333728579,https://ror.org/00qk2nf71,FJ,Suva,Fiji National University,education
