Count,OrgFlow,OriDisOrgID,DesDisOrgID,OriOrgLocationCountry,DesOrgLocationCountry,OriOrgLocationDetails,DesOrgLocationDetails,OriOrgName,DesOrgName,OriOrgType,DesOrgType
1,https://ror.org/00t5j6b61 -> https://ror.org/00t5j6b61,https://ror.org/00t5j6b61,https://ror.org/00t5j6b61,GL,GL,Nuuk,Nuuk,University of Greenland,University of Greenland,education,education
